State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
FL,Ellenton,25th St E,34222.0,3.0,3.0,2145.0,240.0927738927739,0.1480945821854912,506100.0,2943.0,27.53641,-82.501976,514999.0
FL,Saint Cloud,Henley St,34771.0,4.0,4.0,2848.0,182.5842696629213,0.1899908172635445,518000.0,2957.0,28.252129,-81.22441,520000.0
FL,Palmetto,Crestpoint Way,34221.0,3.0,4.0,2112.0,306.06534090909093,0.1838383838383838,651900.0,2995.0,27.614498,-82.51816,646410.0
FL,Ocala,SE 55th Ter,34480.0,5.0,4.0,2989.0,136.8350618936099,0.2399908172635445,375600.0,2700.0,29.088835,-82.05643,409000.0
FL,Lake Worth,S North St,33460.0,2.0,1.0,1034.0,424.56479690522247,0.1549586776859504,438400.0,3200.0,26.609018,-80.05284,439000.0
FL,Spring Hill,Andromeda Way,34606.0,2.0,2.0,1090.0,261.3761467889908,0.0754,282100.0,1694.0,28.476196,-82.61027,284900.0
FL,Riverview,Tallowood Dr,33579.0,3.0,2.0,1585.0,220.18927444794951,0.1606978879706152,349000.0,2175.0,27.802244,-82.3148,349000.0
FL,Sarasota,Octonia Pl,34238.0,3.0,3.0,2008.0,382.9681274900398,0.1984848484848485,765500.0,3999.0,27.24234,-82.45778,769000.0
FL,Tampa,E Louisiana Ave,33603.0,3.0,2.0,1149.0,391.644908616188,0.1652892561983471,450900.0,2294.0,27.98963,-82.44642,450000.0
FL,Temple Terrace,Glencoe Dr,33617.0,3.0,2.0,1955.0,250.383631713555,0.2848484848484848,487800.0,2500.0,28.044008,-82.37174,489500.0
FL,Sarasota,E Scarlet Oak Ct,34232.0,3.0,2.0,1774.0,290.304396843292,0.1721763085399449,511800.0,2877.0,27.310467,-82.455185,515000.0
FL,Daytona Beach,Lora St,32114.0,3.0,2.0,1500.0,206.66666666666663,0.2006427915518824,305700.0,2199.0,29.190523,-81.02499,310000.0
FL,Ruskin,Oak Pond St,33570.0,4.0,3.0,2555.0,170.6457925636008,0.1391873278236914,434700.0,2711.0,27.728924,-82.399826,436000.0
FL,Lithia,Goldenbark Pl,33547.0,4.0,3.0,2680.0,208.955223880597,0.1151056014692378,557300.0,3194.0,27.844526,-82.21584,560000.0
FL,Santa Rosa Beach,Crepe Myrtle Ln,32459.0,3.0,4.0,2303.0,347.3295701259227,0.11,796000.0,3399.0,30.393744,-86.28441,799900.0
FL,Saint Augustine,INTRACOASTAL CIR,32095.0,3.0,2.0,1487.0,268.9307330195023,,403500.0,2195.0,29.980211,-81.36076,399900.0
FL,Green Cove Springs,SILVERADO CIR,32043.0,4.0,4.0,3051.0,130.9406751884628,,439100.0,2995.0,30.039902,-81.79236,399500.0
FL,Port Orange,Southwinds Dr,32129.0,3.0,2.0,1635.0,211.0091743119266,0.21,342500.0,2199.0,29.145363,-81.031456,345000.0
FL,Palm Bay,Tavernier Cir NE,32905.0,3.0,2.0,1701.0,198.4126984126984,0.3,355800.0,2045.0,28.027477,-80.64809,337500.0
FL,Jacksonville,EMILIO LN,32226.0,3.0,2.0,1689.0,204.26287744227352,,345200.0,2017.0,30.464655,-81.5526,345000.0
FL,Satellite Beach,Cassia Blvd,32937.0,3.0,2.0,1476.0,243.90243902439025,0.19,433300.0,3200.0,28.1726,-80.59792,360000.0
FL,Brandon,Childers Loop,33511.0,4.0,3.0,2273.0,208.9749230092389,0.2754820936639118,475000.0,2695.0,27.929897,-82.27409,475000.0
FL,Bradenton,Orlando Cir,34207.0,3.0,2.0,2052.0,218.32358674463936,0.2073002754820936,447000.0,3099.0,27.45577,-82.572395,448000.0
FL,Lake Worth,Desert Inn Ter,33463.0,3.0,2.0,1478.0,365.35791610284167,0.1139807162534435,540300.0,3200.0,26.574203,-80.13346,539999.0
FL,Port Saint Lucie,SW Buswell Ave,34983.0,4.0,2.0,1806.0,262.73532668881506,0.2295684113865932,,1670.0,27.316603,-80.36579,474500.0
FL,South Daytona,Yale Rd,32119.0,2.0,1.0,810.0,302.4679012345679,0.2799999999999999,242000.0,1650.0,29.160025,-81.003914,244999.0
FL,Palatka,BENHAM ST,32177.0,3.0,3.0,2057.0,121.53621779290228,0.32,248500.0,2199.0,29.649647,-81.65446,250000.0
FL,Winter Haven,28th St NW,33881.0,3.0,1.0,988.0,201.92307692307693,0.2092056932966023,198600.0,1500.0,28.037523,-81.762115,199500.0
FL,Orlando,San Domingo Rd,32808.0,3.0,2.0,1443.0,200.27720027720028,0.1741965105601469,287500.0,1841.0,28.556345,-81.45374,289000.0
FL,Winter Springs,View Point Pl,32708.0,4.0,3.0,2559.0,261.4302461899179,0.1797061524334251,669100.0,3572.0,28.703821,-81.26003,669000.0
FL,Deltona,E Cooper Dr,32725.0,2.0,2.0,1443.0,225.2252252252252,0.2909090909090909,324600.0,1998.0,28.919136,-81.237564,325000.0
FL,Winter Haven,Knollwood Dr,33881.0,3.0,1.0,960.0,327.6041666666667,0.4182047750229568,312800.0,1550.0,28.025955,-81.69326,314500.0
FL,Gibsonton,Grand Kempston Dr,33534.0,3.0,2.0,1388.0,229.8270893371758,0.1796831955922865,317900.0,2150.0,27.82822,-82.36537,319000.0
FL,Haines City,Towns Cir,33844.0,4.0,3.0,2631.0,151.6533637400228,0.1312901744719926,393200.0,2500.0,28.114471,-81.5811,399000.0
FL,Port Richey,Newton Dr,34668.0,3.0,2.0,1480.0,189.1216216216216,0.2909779614325068,278800.0,1895.0,28.300423,-82.67507,279900.0
FL,Tarpon Springs,River Oaks Dr,34689.0,3.0,2.0,1770.0,305.08474576271186,0.1611111111111111,539300.0,2580.0,28.164879,-82.74799,540000.0
FL,Ruskin,Windton Oak Dr,33570.0,3.0,2.0,1574.0,190.59656925031769,0.1193755739210284,299200.0,2149.0,27.709759,-82.42051,299999.0
FL,Boynton Beach,Mayfair Ln,33426.0,2.0,2.0,1154.0,311.0918544194108,0.1003213957759412,322600.0,2600.0,26.557896,-80.087296,359000.0
FL,Jacksonville,COASTAL COVE CIR,32224.0,3.0,3.0,1952.0,243.34016393442624,,500300.0,2562.0,30.281317,-81.493095,475000.0
FL,Green Cove Springs,RAVEN TRCE,32043.0,3.0,3.0,1714.0,201.85822637106185,0.1101928374655647,351000.0,1895.0,30.045208,-81.7608,345985.0
FL,Largo,Webley Dr,33771.0,3.0,2.0,1002.0,359.1816367265469,0.1567033976124885,360800.0,2299.0,27.918734,-82.75645,359900.0
FL,Panama City,Blue Heron Dr,32404.0,3.0,2.0,1901.0,183.06154655444504,0.5,330200.0,2500.0,30.137424,-85.50156,348000.0
FL,Clearwater,59th Way N,33760.0,3.0,2.0,1832.0,286.5720524017467,0.1705922865013774,524200.0,2895.0,27.920958,-82.71752,525000.0
FL,Frostproof,S Lake Reedy Blvd,33843.0,3.0,2.0,1692.0,229.90543735224583,1.1103,385600.0,1804.0,27.733349,-81.471596,389000.0
FL,Belleview,SE 102nd Ave,34420.0,4.0,2.0,1835.0,149.80926430517712,0.2300045913682277,272900.0,1900.0,29.041573,-81.98384,274900.0
FL,Clermont,Fitness St,34714.0,5.0,3.0,3332.0,184.1221488595438,0.1399908172635445,616100.0,3300.0,28.469051,-81.7033,613495.0
FL,Ocala,NE 5th Pl,34470.0,3.0,2.0,1534.0,159.71251629726206,0.3300045913682277,242800.0,1800.0,29.192148,-82.1108,244999.0
FL,Jacksonville,SUZANNE DR,32218.0,3.0,2.0,1760.0,150.5681818181818,0.2044536271808999,265200.0,1745.0,30.439964,-81.63422,265000.0
FL,Lakeland,Fitzgerald Rd,33813.0,3.0,2.0,1624.0,215.51724137931035,0.3432047750229568,348300.0,2299.0,27.96739,-81.95446,350000.0
FL,Freeport,Muzzle St,32439.0,4.0,3.0,2442.0,286.24078624078624,0.2799999999999999,,2746.0,30.440432,-86.12314,699000.0
FL,Rockledge,Harvest Cir,32955.0,4.0,3.0,2619.0,189.00343642611685,0.13,,2175.0,28.293736,-80.71663,495000.0
FL,Jacksonville,CANCUN DR,32225.0,3.0,2.0,1513.0,264.37541308658297,,401400.0,2034.0,30.367184,-81.50097,400000.0
FL,Riverview,Laurel Ledge Dr,33569.0,4.0,3.0,2321.0,219.25894011202067,0.1590909090909091,506900.0,2589.0,27.863888,-82.30257,508900.0
FL,Clermont,Fitness St,34714.0,5.0,3.0,3332.0,183.5219087635054,0.1399908172635445,633700.0,3691.0,28.468287,-81.70329,611495.0
FL,Port Saint Lucie,SW Aquila Way,34987.0,3.0,3.0,2351.0,223.30923011484475,0.1379935720844811,510300.0,3399.0,27.2501,-80.43056,525000.0
FL,Middleburg,HALL BOREE RD,32068.0,3.0,2.0,1736.0,368.66359447004606,,485400.0,1774.0,30.034664,-81.87775,640000.0
FL,Fort Walton Beach,Memorial Pkwy SW,32548.0,3.0,1.0,1014.0,256.4102564102564,0.26,257800.0,1849.0,30.411016,-86.63119,260000.0
FL,Tampa,S 45th St,33619.0,2.0,1.0,1008.0,370.0396825396825,1.27,373100.0,1798.0,27.929995,-82.40706,373000.0
FL,Bradenton,Haven Harbour Way,34212.0,3.0,3.0,2430.0,283.5390946502057,0.1556014692378328,685500.0,3294.0,27.506573,-82.45779,689000.0
FL,Winter Haven,Sandalwood Cir SW,33880.0,3.0,2.0,1164.0,256.8728522336769,0.1836088154269972,297600.0,1794.0,28.00565,-81.754074,299000.0
FL,Brooksville,Lisette Cir,34604.0,3.0,3.0,1810.0,190.60773480662985,0.1377,343500.0,2149.0,28.499294,-82.42816,345000.0
FL,Lutz,Meadowbridge Dr,33549.0,3.0,2.0,1300.0,307.61538461538464,0.1893939393939394,400000.0,1999.0,28.126078,-82.44064,399900.0
FL,Palm Coast,Woodston Ln,32164.0,3.0,3.0,2308.0,224.87001733102247,0.3019972451790633,515700.0,2492.0,29.547567,-81.26076,519000.0
FL,Fort Myers,Paseo De Valencia St,33908.0,4.0,4.0,2936.0,272.4795640326976,0.183,793400.0,3999.0,26.515406,-81.90683,800000.0
FL,Jacksonville,LONGLEAF BRANCH DR,32222.0,3.0,2.0,1548.0,209.9483204134367,,313400.0,1994.0,30.217346,-81.826324,325000.0
FL,West Palm Beach,Mango Dr,33415.0,3.0,2.0,1424.0,365.1685393258427,0.2808080808080808,520200.0,2500.0,26.664442,-80.11643,520000.0
FL,Fort Pierce,N 12th St,34950.0,3.0,2.0,1870.0,187.11229946524065,0.1699954086317722,349100.0,2555.0,27.449928,-80.335945,349900.0
FL,Tampa,Canary Canyon Way,33647.0,4.0,3.0,2265.0,209.7130242825607,0.132001836547291,474000.0,2896.0,28.148155,-82.380104,475000.0
FL,Ruskin,Citrus Lake Ct,33570.0,3.0,2.0,1310.0,244.1984732824428,0.0876951331496786,318800.0,2094.0,27.730776,-82.40941,319900.0
FL,Hastings,W HARRIS ST UNIT A,32145.0,3.0,1.0,1052.0,47.52851711026616,0.2295684113865932,,1895.0,29.723713,-81.509415,50000.0
FL,Sarasota,Woodland Sage Dr,34238.0,4.0,2.0,1839.0,312.6699293094073,0.2135215794306703,571600.0,3658.0,27.198982,-82.45131,575000.0
FL,Melbourne,Trasona Dr,32940.0,3.0,3.0,2278.0,296.31255487269533,0.21,671500.0,4086.0,28.223904,-80.75049,675000.0
FL,Ocala,NE 22nd Ct,34479.0,2.0,1.0,912.0,205.5921052631579,0.35,184900.0,1300.0,29.254745,-82.10675,187500.0
FL,Davenport,Via Bianca Dr,33896.0,4.0,3.0,2367.0,190.10984368398812,0.4081955922865014,447500.0,2900.0,28.258167,-81.64452,449990.0
FL,Clearwater,Cascade Ct,33761.0,3.0,2.0,2148.0,279.3296089385475,0.2142102846648301,599100.0,3399.0,28.018826,-82.71608,600000.0
FL,Tampa,Corrine St,33605.0,4.0,3.0,1861.0,380.9779688339602,0.1182277318640955,706200.0,2810.0,27.948866,-82.42682,709000.0
FL,Orlando,Overdale St,32825.0,4.0,2.0,1575.0,212.6984126984127,0.1859044995408632,335000.0,2475.0,28.563177,-81.26134,335000.0
FL,Venus,County Road 731,33960.0,3.0,3.0,2225.0,404.4943820224719,20.01,891300.0,3319.0,27.074675,-81.37302,900000.0
FL,Palm Harbor,Valencia Ln W,34684.0,4.0,2.0,2194.0,309.9361896080219,0.2426078971533517,677700.0,3300.0,28.06599,-82.733185,680000.0
FL,Lakeland,Spring Ln,33811.0,3.0,2.0,1075.0,306.9767441860465,0.8895087235996327,328200.0,1650.0,27.944092,-82.03163,330000.0
FL,Deland,Lake Gertie Rd,32720.0,3.0,2.0,1548.0,180.87855297157623,0.2513774104683196,277500.0,1949.0,29.051197,-81.30681,280000.0
FL,Punta Gorda,Alicante Dr,33955.0,4.0,2.0,1829.0,209.94532531437943,0.2167125803489439,,2094.0,26.79923,-82.02477,383990.0
FL,Daytona Beach,Loon Ct,32119.0,3.0,2.0,1720.0,209.3023255813953,0.1239669421487603,357600.0,2199.0,29.15106,-81.0495,360000.0
FL,Jacksonville,SOMERSET RD,32210.0,4.0,2.0,1782.0,154.2648709315376,,311900.0,1845.0,30.275682,-81.728645,274900.0
FL,Melbourne,Carriage Hill Rd,32940.0,5.0,3.0,2601.0,236.4475201845444,0.21,661900.0,3712.0,28.237968,-80.69968,615000.0
FL,Saint Johns,NAVIGATORS RD,32259.0,3.0,2.0,2490.0,353.1373493975904,0.1492194674012855,521700.0,2842.0,30.078184,-81.56935,879312.0
FL,Seminole,141st St,33776.0,2.0,1.0,1025.0,311.219512195122,0.1697887970615243,315200.0,2800.0,27.859627,-82.83434,319000.0
FL,New Port Richey,Calera Dr,34652.0,2.0,2.0,1310.0,225.1908396946565,0.1292011019283746,293200.0,1745.0,28.21094,-82.71719,295000.0
FL,Saint Cloud,Songbird Cir,34773.0,2.0,2.0,1431.0,216.63172606568835,0.1100091827364554,308800.0,2191.0,28.203178,-81.13461,310000.0
FL,Cape Coral,NE 21st Ave,33909.0,3.0,2.0,1869.0,307.65115034777955,0.2379999999999999,,2400.0,26.658756,-81.92922,575000.0
FL,Naples,Tarpon Bay Dr S #93,34119.0,3.0,2.0,1879.0,311.33581692389566,0.0,,4125.0,26.259947,-81.73758,585000.0
FL,Jacksonville,CEDAR FOREST DR N,32210.0,4.0,2.0,1385.0,144.4043321299639,,198900.0,1650.0,30.267576,-81.7354,200000.0
FL,Oviedo,Heirloom Rose Pl,32766.0,5.0,3.0,2410.0,255.18672199170123,0.2399908172635445,614400.0,2800.0,28.654617,-81.152794,615000.0
FL,Tampa,Troy St,33610.0,3.0,2.0,1113.0,305.4806828391734,0.1090449954086317,338100.0,1991.0,27.98567,-82.41986,340000.0
FL,Venice,Benissimo Dr,34293.0,3.0,3.0,2440.0,381.1475409836066,0.254981634527089,925500.0,3888.0,27.056492,-82.3346,930000.0
FL,Inverness,La Salle Ave,34452.0,2.0,2.0,1349.0,159.37731653076352,0.22,212000.0,1594.0,28.82581,-82.32684,215000.0
FL,Deltona,Fairhaven St,32725.0,4.0,2.0,2074.0,166.34522661523627,0.2299999999999999,344800.0,2299.0,28.91031,-81.2616,345000.0
FL,Pinellas Park,51st St N,33781.0,2.0,1.0,804.0,334.5771144278607,0.1329889807162534,267900.0,1900.0,27.837013,-82.70324,269000.0
FL,New Port Richey,Sail Dr,34652.0,2.0,2.0,848.0,265.3301886792453,0.1170798898071625,223300.0,1548.0,28.214628,-82.7485,225000.0
FL,Jacksonville,FRANCIS ST,32209.0,2.0,1.0,704.0,134.9431818181818,,40100.0,999.0,30.341087,-81.67018,95000.0
FL,Palatka,E CAMELOT DR,32177.0,3.0,4.0,2572.0,349.5334370139969,2.53,894600.0,3675.0,29.635197,-81.69197,899000.0
FL,Tampa,W Course Dr,33624.0,5.0,4.0,2483.0,191.3008457511076,0.2442607897153351,474500.0,3249.0,28.108423,-82.52742,475000.0
FL,Ocala,Teak Ln,34472.0,3.0,2.0,1415.0,166.07773851590105,0.2300045913682277,232900.0,1691.0,29.165888,-82.043045,235000.0
FL,Clearwater,Bel Keene Dr,33756.0,4.0,3.0,2270.0,319.3392070484581,0.2241046831955923,725500.0,3499.0,27.939978,-82.7636,724900.0
FL,Weeki Wachee,Cypress Glen Ct,34613.0,3.0,3.0,2679.0,192.2359089212393,0.45,510700.0,3186.0,28.572048,-82.5753,515000.0
FL,Delray Beach,Valencia Dr #H,33446.0,2.0,2.0,883.0,266.13816534541337,0.0,232600.0,1894.0,26.447624,-80.149666,235000.0
FL,Windermere,Clearmeadow Ct,34786.0,4.0,3.0,2184.0,311.3095238095238,0.3635215794306703,678500.0,3399.0,28.470394,-81.55993,679900.0
FL,Jacksonville,ORME RD,32220.0,3.0,2.0,1227.0,203.66748166259168,,126600.0,1153.0,30.328234,-81.80989,249900.0
FL,Lehigh Acres,Holyoke Ave,33972.0,4.0,2.0,1499.0,190.1267511674449,0.227,280700.0,2343.0,26.6795,-81.63554,285000.0
FL,Fort Myers,Via Piazza Loop,33905.0,4.0,3.0,2032.0,246.01377952755905,0.259,496300.0,3152.0,26.630833,-81.80089,499900.0
FL,Parrish,50th Street Cir E,34219.0,3.0,2.0,1814.0,237.045203969129,0.2573002754820936,428100.0,2700.0,27.561087,-82.46561,430000.0
FL,Avon Park,N Ponderosa Rd,33825.0,3.0,2.0,1688.0,281.3981042654028,0.8,,1800.0,27.62871,-81.53404,475000.0
FL,Fleming Island,CHATHAM VILLAGE DR,32003.0,4.0,3.0,3101.0,191.8735891647856,,510000.0,2914.0,30.076763,-81.71185,595000.0
FL,Palm Bay,Morning Cove Cir SE,32909.0,4.0,2.0,1947.0,174.1140215716487,0.19,337600.0,2145.0,27.942896,-80.65267,339000.0
FL,Spring Hill,Alfaro Loop,34610.0,4.0,2.0,1714.0,233.31388564760795,0.1735537190082644,397100.0,2284.0,28.333286,-82.504906,399900.0
FL,Tampa,Cypress Reserve Dr,33626.0,3.0,2.0,1758.0,312.85551763367465,0.1262626262626262,548600.0,2949.0,28.064459,-82.63082,550000.0
FL,Apopka,Conjunction Way,32712.0,3.0,3.0,2135.0,201.9297423887588,0.0734389348025711,445200.0,2800.0,28.750298,-81.57796,431120.0
FL,Longwood,Springside Rd,32779.0,3.0,4.0,2027.0,241.24321657622104,0.1296831955922865,489100.0,2650.0,28.688553,-81.39813,489000.0
FL,Apopka,Conjunction Way,32712.0,3.0,3.0,2135.0,198.56674473067915,0.0734389348025711,438200.0,2800.0,28.750221,-81.57797,423940.0
FL,Riverview,Rainbridge Dr,33569.0,4.0,3.0,2063.0,232.62239457101307,0.2448347107438016,478100.0,2495.0,27.848194,-82.286125,479900.0
FL,Apopka,Pino St,32712.0,3.0,3.0,1795.0,221.6908077994429,0.0734389348025711,397200.0,2399.0,28.750381,-81.5782,397935.0
FL,Jacksonville,TIBURON DR,32221.0,3.0,2.0,1537.0,227.65126870527,,356700.0,1926.0,30.288643,-81.862175,349900.0
FL,Largo,2nd Ave SW,33770.0,3.0,2.0,1317.0,326.4236902050114,0.1337924701561065,429700.0,2594.0,27.9144,-82.79082,429900.0
FL,Winter Garden,Masthead Landing Cir,34787.0,4.0,2.0,2190.0,237.44292237442923,0.1910697887970615,519400.0,2945.0,28.523224,-81.60988,520000.0
FL,Jacksonville,MARSH CREEK DR,32277.0,3.0,3.0,2260.0,172.1238938053097,,349300.0,2299.0,30.364399,-81.60852,389000.0
FL,Lehigh Acres,Robert Ave,33936.0,3.0,2.0,1408.0,248.2244318181818,0.5,347800.0,2160.0,26.635717,-81.595695,349500.0
FL,Sarasota,Autumn Fern Ter,34243.0,3.0,2.0,1744.0,343.4633027522936,0.1697887970615243,595600.0,2997.0,27.418201,-82.51442,599000.0
FL,Tampa,N Lynn Ave,33603.0,3.0,3.0,1728.0,410.8796296296296,0.3099173553719008,708600.0,3200.0,27.982576,-82.465515,710000.0
FL,Tarpon Springs,W Bayshore Dr,34689.0,3.0,2.0,1216.0,308.3881578947368,0.171694214876033,375000.0,1999.0,28.152964,-82.77721,375000.0
FL,Land O Lakes,Water Color Dr,34638.0,4.0,3.0,2262.0,251.5473032714412,0.1936868686868686,567300.0,3457.0,28.277971,-82.4909,569000.0
FL,Sarasota,Sunnyside Ln,34239.0,2.0,2.0,1640.0,344.5121951219512,0.2242653810835629,556200.0,2999.0,27.311285,-82.52031,565000.0
FL,Fort Meade,Keller Rd,33841.0,3.0,2.0,1506.0,282.13811420982734,5.1797,422100.0,1900.0,27.74582,-81.76168,424900.0
FL,Jacksonville,ST MARYS CT,32223.0,3.0,2.0,2308.0,216.6377816291161,0.3099173553719008,500600.0,2550.0,30.143646,-81.65099,500000.0
FL,Wildwood,Gray Ave,34785.0,3.0,1.0,888.0,242.11711711711712,0.3427685950413223,209900.0,1474.0,28.864824,-82.03035,215000.0
FL,Tampa,Oakflower Ave,33647.0,4.0,3.0,2462.0,221.36474411047928,0.0016069788797061,543000.0,2949.0,28.158693,-82.326584,545000.0
FL,Pt Charlotte,Terita Dr,33952.0,3.0,2.0,1696.0,412.7346698113208,0.4591138659320477,419600.0,2400.0,26.979214,-82.07907,699998.0
FL,Deland,Cooter Pond Rd,32720.0,3.0,3.0,1512.0,208.3333333333333,2.5,312500.0,2182.0,28.972128,-81.42647,315000.0
FL,Deland,Jacobs Landing Ct,32724.0,4.0,2.0,2292.0,187.565445026178,0.22,427200.0,1550.0,29.066187,-81.268265,429900.0
FL,Titusville,Oleander Pl,32780.0,3.0,2.0,1372.0,233.2361516034985,0.25,276000.0,1895.0,28.56705,-80.80521,320000.0
FL,Parrish,High Rock Way,34219.0,3.0,2.0,1504.0,255.9840425531915,0.1101928374655647,393800.0,2625.0,27.60846,-82.42665,385000.0
FL,Cape Coral,Bayshore Ave,33904.0,2.0,1.0,1268.0,232.64984227129332,0.2620064279155188,291800.0,2299.0,26.546762,-81.97105,295000.0
FL,Palm Bay,Glencove Ave NW,32907.0,3.0,2.0,1620.0,200.6172839506173,0.2299999999999999,323100.0,2199.0,28.014587,-80.71348,325000.0
FL,West Melbourne,Athey Ct,32904.0,3.0,3.0,2191.0,282.519397535372,0.24,616600.0,2919.0,28.075472,-80.66667,619000.0
FL,Bradenton,Haven Harbour Way,34212.0,2.0,2.0,1913.0,297.961317302666,0.1556014692378328,566800.0,2999.0,27.506489,-82.45688,570000.0
FL,Palmetto,Wedgeleaf Way,34221.0,5.0,3.0,2616.0,191.131498470948,0.0726813590449954,497100.0,3099.0,27.553026,-82.51454,500000.0
FL,Lake Worth,Carlton Golf Dr,33449.0,2.0,2.0,1874.0,333.5112059765208,0.0,620300.0,3499.0,26.61202,-80.20847,625000.0
FL,Spring Hill,Seattle Rd,34610.0,3.0,2.0,1300.0,265.38461538461536,0.2149908172635445,341800.0,1954.0,28.381392,-82.48814,345000.0
FL,Jacksonville,MACKINAW ST,32254.0,3.0,1.0,1357.0,141.4885777450258,,181600.0,1275.0,30.333122,-81.71274,192000.0
FL,Jacksonville,ECTOR RD,32211.0,3.0,1.0,1444.0,183.5180055401662,0.2037419651056014,265900.0,1599.0,30.340828,-81.59224,265000.0
FL,Jacksonville,N EVE DR,32246.0,2.0,2.0,1093.0,235.95608417200367,,259400.0,1700.0,30.285055,-81.55696,257900.0
FL,Jacksonville,CENTURY 21 DR,32216.0,3.0,2.0,1378.0,246.7343976777939,,306100.0,1700.0,30.303593,-81.57034,340000.0
FL,Jacksonville,JERNIGAN RD,32207.0,3.0,1.0,863.0,138.4704519119351,,114300.0,1369.0,30.27733,-81.64054,119500.0
FL,Hilliard,GEORGIA ST,32046.0,3.0,1.0,1216.0,196.9572368421053,0.35,236600.0,1450.0,30.689085,-81.93888,239500.0
FL,Saint Johns,SWISS OAKS CT,32259.0,4.0,2.0,2738.0,239.2257121986852,0.5700000000000001,654200.0,2695.0,30.080086,-81.64905,655000.0
FL,Saint Johns,S LILAC LOOP,32259.0,4.0,2.0,1735.0,244.956772334294,,426400.0,2500.0,30.114222,-81.58238,425000.0
FL,Middleburg,SANDHILL CRANE TER,32068.0,4.0,3.0,2493.0,180.50541516245488,,392200.0,2373.0,30.139547,-81.854164,450000.0
FL,Green Cove Springs,MUIRFIELD DR,32043.0,4.0,3.0,2530.0,231.18577075098813,,,2500.0,30.004662,-81.70775,584900.0
FL,Jacksonville,FAIRWAY VILLAS DR,32233.0,3.0,3.0,1802.0,291.34295227524973,,526100.0,2446.0,30.346336,-81.41749,525000.0
FL,Green Cove Springs,MEDINAH LN,32043.0,4.0,3.0,2281.0,240.90311266988164,,,2250.0,30.00618,-81.72221,549500.0
FL,Green Cove Springs,WEDGE CT,32043.0,4.0,4.0,2707.0,228.4447728112301,,,4113.0,30.004692,-81.722115,618400.0
FL,Green Cv Spgs,OLYMPIC DR,32043.0,5.0,3.0,2825.0,222.2300884955752,,627300.0,2500.0,30.007795,-81.70404,627800.0
FL,Jacksonville,BIRMINGHAM RD,32207.0,3.0,3.0,1914.0,275.3396029258098,,455700.0,2328.0,30.27565,-81.65135,527000.0
FL,Sebastian,Stony Point Dr,32958.0,4.0,2.0,1912.0,203.9225941422594,0.1600091827364554,387400.0,2500.0,27.76767,-80.50674,389900.0
FL,Palm Bay,Prospect Cir NE,32907.0,3.0,2.0,1742.0,192.30769230769232,0.2299999999999999,333100.0,1979.0,28.034143,-80.666756,335000.0
FL,Bradenton,Dogwood Run,34212.0,4.0,3.0,2728.0,293.2551319648094,0.1927915518824609,797300.0,3537.0,27.49308,-82.41745,800000.0
FL,Jacksonville,REDBUD LN,32207.0,4.0,3.0,2052.0,267.9824561403509,,318000.0,2050.0,30.26854,-81.64952,549900.0
FL,Davenport,Miles Ct,33837.0,3.0,2.0,1511.0,236.8630046326936,0.1671028466483012,357600.0,2114.0,28.22144,-81.588264,357900.0
FL,Lake Worth,Clubhouse Turn Rd,33449.0,4.0,3.0,1906.0,338.405036726128,0.1152433425160697,644000.0,3999.0,26.596033,-80.209045,645000.0
FL,Saint Petersburg,4th Ave N,33710.0,3.0,2.0,1652.0,362.590799031477,0.2387970615243342,598800.0,2550.0,27.775757,-82.72128,599000.0
FL,New Smyrna Beach,Old Mission Rd,32168.0,3.0,2.0,1531.0,244.8203788373612,0.18,371600.0,2299.0,29.010294,-80.937996,374820.0
FL,Temple Terrace,Montrose Ave,33617.0,4.0,4.0,2766.0,224.15039768618945,0.2984389348025711,618000.0,3599.0,28.045889,-82.37326,620000.0
FL,Lady Lake,Sandy Hill Ln,32159.0,3.0,3.0,2333.0,224.9892841834548,0.45,521500.0,2500.0,28.911112,-81.86203,524900.0
FL,Cape Coral,NW 4th St,33993.0,4.0,3.0,2010.0,300.9950248756219,0.23,,2415.0,26.658867,-82.000114,605000.0
FL,Sarasota,Oak View Dr,34232.0,3.0,2.0,1480.0,364.7972972972973,0.2295684113865932,538800.0,2697.0,27.31792,-82.485374,539900.0
FL,Sarasota,Golden Eagle Ln,34231.0,2.0,2.0,1268.0,295.74132492113563,0.1007805325987144,373700.0,2400.0,27.275126,-82.504906,375000.0
FL,Holiday,Bahia Ave,34690.0,3.0,2.0,1437.0,226.1642310368824,0.1208448117539026,323200.0,1749.0,28.209003,-82.71959,324998.0
FL,Tampa,Colorado Pl,33626.0,3.0,2.0,1506.0,298.804780876494,0.1199494949494949,449000.0,2600.0,28.0695,-82.584625,450000.0
FL,Sun City Center,Signature Dr,33573.0,3.0,3.0,3007.0,196.10907881609572,0.3683654729109274,587200.0,3150.0,27.692434,-82.36197,589700.0
FL,Jacksonville,COLE RD,32218.0,3.0,2.0,1891.0,259.0692755156002,,405500.0,1909.0,30.46484,-81.643196,489900.0
FL,Daytona Beach,School St,32114.0,3.0,1.0,872.0,193.69266055045875,0.15,166200.0,1550.0,29.191586,-81.02014,168900.0
FL,Daytona Beach,Model St,32114.0,4.0,2.0,1500.0,103.33333333333331,0.13,152200.0,1774.0,29.215466,-81.034775,155000.0
